disease_id	disease_name	source_id	maxo_id	maxo_name	hpo_id	relation	evidence	extension_id	extension_name	comment	other	author	last_updated	created
MONDO:0010200	Wilson disease	PMID:10604583	MAXO:0000602	hemodialysis	HP:0032254	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:12760731	MAXO:0001224	copper chelator agent therapy	HP:0006554	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:20946468	MAXO:0001175	liver transplantation	HP:0004448	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:20955957	MAXO:0001175	liver transplantation	HP:0001399	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:19595231	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:17285615	MAXO:0001175	liver transplantation	HP:0004448	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:19066958	MAXO:0001224	copper chelator agent therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:22261259	MAXO:0009095	zinc therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:27350316	MAXO:0000806	pregnancy education counseling	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:28433106	MAXO:0001224	copper chelator agent therapy	HP:0000118	prevents	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:30384011	MAXO:0001224	copper chelator agent therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:30357869	MAXO:0001224	copper chelator agent therapy	HP:0006554	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:22720274	MAXO:0001224	copper chelator agent therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:28987261	MAXO:0001224	copper chelator agent therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:33541020	MAXO:0001175	liver transplantation	HP:0006554	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:35042319	MAXO:0001175	liver transplantation	HP:0001399	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:32008504	MAXO:0001175	liver transplantation	HP:0001337	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:31113589	MAXO:0001175	liver transplantation	HP:0004448	investigates	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:32398357	MAXO:0001175	liver transplantation	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:29449431	MAXO:0001175	liver transplantation	HP:0001399	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:15915361	MAXO:0001175	liver transplantation	HP:0001399	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:16996405	MAXO:0001223	chelator agent therapy	HP:0000708	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:17382611	MAXO:0009095	zinc therapy	HP:0000118	prevents	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:28433103	MAXO:0001175	liver transplantation	HP:0006554	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:17461475	MAXO:0001175	liver transplantation	HP:0001399	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:38695602	MAXO:0001224	copper chelator agent therapy	HP:0010839	unknown	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:23289267	MAXO:0001224	copper chelator agent therapy	HP:0001394	prevents	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:20958917	MAXO:0001224	copper chelator agent therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:33369596	MAXO:0001224	copper chelator agent therapy	HP:0010839	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:26720766	MAXO:0001224	copper chelator agent therapy	HP:0025321	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:28260463	MAXO:0001175	liver transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:28433104	MAXO:0001175	liver transplantation	HP:0000118	prevents	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:27915967	MAXO:0001175	liver transplantation	HP:0001260	unknown	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:24118554	MAXO:0001175	liver transplantation	HP:0001399	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:24166573	MAXO:0001224	copper chelator agent therapy	HP:0004373	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:31878905	MAXO:0000806	pregnancy education counseling	HP:0000118	prevents	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:32291276	MAXO:0000259	insulin treatment	HP:0000819	treats	PCS					0000-0002-0736-9199		2024-07-22
MONDO:0010200	Wilson disease	PMID:33541028	MAXO:0001224	copper chelator agent therapy	HP:0000118	treats	PCS					0000-0002-0736-9199		2024-07-22
